Title,Price,Description,Location
"
        1bdrm Apartment in Kasoa Obom, Awutu Senya East Municipal for Rent
    ","
        GH₵ 500
    ","
                            A newly built chamber and hall self contained for rent at kasoa, access to road, close to the road...
                        ","
            Central Region, Awutu Senya East Municipal
        "
"
        2bdrm Apartment in Nkpa Properties, Tamale Municipal for Rent
    ","
        GH₵ 600
    ","
                            Newly built 2 bedroom apartment for rent at old airport
                        ","
            Northern Region, Tamale Municipal
        "
"
        1bdrm Apartment in Divine Mercy Agency, Awutu Senya East Municipal
    ","
        GH₵ 400
    ","
                            Neat chamber and hall self contained.
located at Kasoa tuba road.
going 400gh accept 1year...
                        ","
            Central Region, Awutu Senya East Municipal
        "
"
        1bdrm Apartment in Kasoa, Awutu Senya East Municipal for Rent
    ","
        GH₵ 350
    ","
                            Chamber and hall self contained
Located at Lamptey area Kasoa
going for accept 1yr
wall and...
                        ","
            Central Region, Awutu Senya East Municipal
        "
"
        2bdrm Apartment in Dzorwulu for Rent
    ","
        GH₵ 6,160
    ","
                            Property alert 2 bedroom apartment now letting at Dzorwulu $800/gh6,160
chat me now direct on this...
                        ","
            Greater Accra, Dzorwulu
        "
"
        3bdrm House in American House, East Legon for Rent
    ","
        GH₵ 6,300
    ","
                            Executive 3 bedroom self compound/ House for Rent at American House 
Price: 700$
All rooms ensuite...
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in a C P, Accra Metropolitan for Rent
    ","
        GH₵ 1,500
    ","
                            Two bedrooms flat for rent at Kwabenya A C P comes with water floor tiles kitchen cabinet separate...
                        ","
            Greater Accra, Accra Metropolitan
        "
"
        2bdrm Apartment in Achimota Kinsby for Rent
    ","
        GH₵ 1,600
    ","
                            2 bed apartment for rent at achimota
                        ","
            Greater Accra, Achimota
        "
"
        2bdrm Apartment in East Legon Ghana, Ashomang Estate for Rent
    ","
        GH₵ 2,400
    ","
                            A nice 2 bedroom apartment, walled and gated, 24/7 security,nice location for rent
                        ","
            Greater Accra, Ashomang Estate
        "
"
        2bdrm Apartment in Funmilola Real, Awutu Senya East Municipal for Rent
    ","
        GH₵ 500
    ","
                            2 bedroom self contained for rent at kasoa, access to road, close to the road side.
                        ","
            Central Region, Awutu Senya East Municipal
        "
"
        Furnished 1bdrm Apartment in East Legon for Rent
    ","
        GH₵ 4,960
    ","
                            A fully furnished 1 bedroom furnished apartment for rent at east legon adjiringanor near salem...
                        ","
            Greater Accra, East Legon
        "
"
        4bdrm Duplex in Adjiriganor for Rent
    ","
        GH₵ 11,746
    ","
                            An amazing 4 bedroom duplex with high quality furnishings and equipments, the property comes with an...
                        ","
            Greater Accra, Adjiriganor
        "
"
        2bdrm Apartment in the Dorns Properties, New Town for Rent
    ","
        GH₵ 1,300
    ","
                            Executive newly built 2 bedroom apartment for rent @ teshie bush road, separate light meter,water...
                        ","
            Greater Accra, Teshie
        "
"
        3bdrm Apartment in East Legon for Rent
    ","
        GH₵ 2,800
    ","
                            2 bedroom 
American House - East Legon.
... 
1 year Accepted.
2 years Accepted... etc
... 
Newly...
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in Living Large, East Legon for Rent
    ","
        GH₵ 3,500
    ","
                            Executive 2 bedroom apartment house to let at west trasacco not far from the main trasacco...
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in East Legon for Rent
    ","
        GH₵ 2,000
    ","
                            Newly built 2 bedrooms, spacious, glazed, p.o.p, water and electricity available, balcony, kitchen...
                        ","
            Greater Accra, East Legon
        "
"
        Furnished 2bdrm Apartment in East Legon for Rent
    ","
        GH₵ 8,000
    ","
                            Executive fully-furnished 2bedroom at East legon ability is for rent
                        ","
            Greater Accra, East Legon
        "
"
        2bdrm Apartment in Propertice Affairs, Ga South Municipal for Rent
    ","
        GH₵ 850
    ","
                            2bedrooms 2masters for rent at newbortranor junction cool price 850
                        ","
            Greater Accra, Ga South Municipal
        "
"
        2bdrm Apartment in Woodland Homes And, Teshie for Rent
    ","
        GH₵ 850
    ","
                            Spacious two-bedroom self-contained apartment at Penny, My brother near the taxi rank .
                        ","
            Greater Accra, Teshie
        "
"
        2bdrm Apartment in Silver Sky, ECOMOG for Rent
    ","
        GH₵ 1,200
    ","
                            Executive 2Bedroom for rent at Haatso Ecomog for 1200gh for 18months and above.self meter,tiled...
                        ","
            Greater Accra, Haatso
        "
"
        2bdrm Apartment in Weija for Rent
    ","
        GH₵ 600
    ","
                            2-bedroom S/C apartment for rent bortianor(Adanseman). Glass Windows, floors-tiled, 1 master...
                        ","
            Greater Accra, Weija
        "
"
        1bdrm Apartment in Bestchoice Property, Accra Metropolitan for Rent
    ","
        GH₵ 600
    ","
                            Spacious singleroom Selfcontain at Achimota kingsbey Ghc500 per month for two years and Ghc600 per...
                        ","
            Greater Accra, Accra Metropolitan
        "
"
        3bdrm House in Norrip, Jisonayili., Tamale Municipal for Rent
    ","
        GH₵ 1,200
    ","
                            3 bedroom house self compound at Norrip, Jisonayili
                        ","
            Northern Region, Tamale Municipal
        "
"
        1bdrm Apartment in Tamale-Katariga. For Rent
    ","
        GH₵ 250
    ","
                            1 bedroom apartment for rent at Katariga
                        ","
            Northern Region, Tamale Municipal
        "
"
        2bdrm Apartment in Mic Properties, Ashaley Botwe for Rent
    ","
        GH₵ 1,600
    ","
                            Executive 2 bedroom apartment for rent @ Botwe highways down... the house is walled and gated......
                        ","
            Greater Accra, Ashaley Botwe
        "
"
        2bdrm Apartment in Hamza Estates, Bawaleshie for Rent
    ","
        GH₵ 1,800
    ","
                            An Executive two bedrooms apartment for rent at Trinity closer to LEGON 
With nice p.o.p ceiling...
                        ","
            Greater Accra, East Legon
        "
